levelName,p,cost,cost.ppd,cost.nhs,screen,igra,ltbi,tpt,prevtbdx,coprevtb,att,attend,tptend,check
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                     ,1,0,,,0,0,0,0,,,0,1,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                              ,1,0,,,0,0,0,0,,,0,1,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                                ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦   °--Not TB                                                                                                        ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                               ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                   ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                      ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                                      ,1,0,,,0,0,0,1,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                             ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                                      ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                              ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                               ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                   ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                    ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                  ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                                  ,1,0,,,0,0,0,1,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                         ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                                  ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                          ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                                   ,,,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   ¦   °--did not Attend                                                                                                    ,,,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   ¦   °--Not referred to NHS TB service                                                                                        ,,,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦   °--Normal chest x-ray                                                                                                        ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                                           ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                               ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                                  ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦           ¦--gets TPT                                                                                                  ,1,0,,,0,0,0,1,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                                         ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                                                  ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       ¦           °--does not get TPT                                                                                          ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                                           ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                               ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                                ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                              ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦           ¦--gets TPT                                                                                              ,1,0,,,0,0,0,1,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                                     ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                                              ,1,0,,,0,0,0,0,,,0,0,1,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           ¦           °--does not get TPT                                                                                      ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   ¦           °--Early removal scheme or deportation                                                                               ,,,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦   °--No previous chest x-ray                                                                                                       ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦--Chest x-ray                                                                                                               ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦--Abornomal chest x-ray                                                                                                 ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦--Referred to NHS TB service                                                                                        ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦--Attended                                                                                                      ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦--TB                                                                                                        ,,,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                           ,1,0,,,0,0,0,0,,,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦--ATT                                                                                               ,1,0,,,0,0,0,0,,,1,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                 ,1,0,,,0,0,0,0,,,0,1,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                          ,1,0,,,0,0,0,0,,,0,1,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                            ,1,0,,,0,0,0,0,,,0,0,0,1
     ¦   ¦   ¦       ¦   ¦           ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                                    ,,,,,0,0,0,0,,,0,0,0,0
